source_code,source_id,question,choice_a,choice_b,choice_c,choice_d,choice_e,answers,explanation,explanation_url,flags,metadata
pe-16,010,"Under the AWS shared responsibility model, customer responsibilities include which one of the following?","Securing the hardware, software, facilities, and networks that run all products and services.","Providing certificates, reports, and other documentation directly to AWS customers under NDA.","Configuring the operating system, network, and firewall.",Obtaining industry certifications and independent third-party attestations.,,['c'],,https://aws.amazon.com/compliance/shared-responsibility-model/,,
pe-16,011,Which managed AWS service provides real-time guidance on AWS security best practices?,AWS X-Ray,AWS Trusted Advisor,Amazon CloudWatch,AWS Systems Manager,,['b'],"- AWS offers premium services such as AWS Trusted Advisor, which provides real-time guidance to help you reduce cost, increase performance, and improve security.",,,
pe-16,012,Which feature adds elasticity to Amazon EC2 instances to handle the changing demand for workloads?,Resource groups,Lifecycle policies,Application Load Balancer,Amazon EC2 Auto Scaling,,['d'],"- Support for monitoring the health of each service independently, as health checks are defined at the target group level and many CloudWatch metrics are reported at the target group level.",,,
pe-16,013,"Under the AWS shared responsibility model, customers are responsible for which aspects of security in the cloud? (Choose two.)",Visualization management,Hardware management,Encryption management,Facilities management,Firewall management,"['c', 'e']","- With the basic Cloud infrastructure secured and maintained by AWS, the responsibility for what goes into the cloud falls on you. This covers both client and server side encryption and network traffic protection, security of the operating system, network, and firewall configuration, followed by application security and identity and access management.",,,
pe-16,014,Which AWS hybrid storage service enables on-premises applications to seamlessly use AWS Cloud storage through standard file-storage protocols?,AWS Direct Connect,AWS Snowball,AWS Storage Gateway,AWS Snowball Edge,,['c'],- The AWS Storage Gateway service enables hybrid cloud storage between on-premises environments and the AWS Cloud.,,,
pe-16,015,What is a responsibility of AWS in the shared responsibility model?,Updating the network ACLs to block traffic to vulnerable ports.,Patching operating systems running on Amazon EC2 instances.,Updating the firmware on the underlying EC2 hosts.,Updating the security group rules to block traffic to the vulnerable ports.,,['c'],,https://cloudacademy.com/blog/aws-shared-responsibility-model-security/,,
pe-16,016,Which architectural principle is used when deploying an Amazon Relational Database Service (Amazon RDS) instance in Multiple Availability Zone mode?,Implement loose coupling.,Design for failure.,Automate everything that can be automated.,"Use services, not servers.",,['b'],"- Amazon RDS Multi-AZ deployments provide enhanced availability and durability for Database (DB) Instances, making them a natural fit for production database workloads.",,,
pe-16,017,What does it mean to grant least privilege to AWS IAM users?,It is granting permissions to a single user only.,It is granting permissions using AWS IAM policies only.,It is granting AdministratorAccess policy permissions to trustworthy users.,It is granting only the permissions required to perform a given task.,,['d'],"- When you create IAM policies, follow the standard security advice of granting least privilege, or granting only the permissions required to perform a task.",,,
pe-16,018,What is a benefit of loose coupling as a principle of cloud architecture design?,It facilitates low-latency request handling.,It allows applications to have dependent workflows.,It prevents cascading failures between different components.,It allows companies to focus on their physical data center operations.,,['c'],- IT systems should ideally be designed in a way that reduces inter-dependencies.,,,
pe-16,019,A director has been tasked with investigating hybrid cloud architecture. The company currently accesses AWS over the public internet.<br/>Which service will facilitate private hybrid connectivity?,Amazon Virtual Private Cloud (Amazon VPC) NAT Gateway,AWS Direct Connect,Amazon Simple Storage Service (Amazon S3) Transfer Acceleration,AWS Web Application Firewall (AWS WAF),,['b'],- Amazon VPC provides multiple network connectivity options for you to leverage depending on your current network designs and requirements.,,,
pe-16,020,"A company's web application currently has tight dependencies on underlying components, so when one component fails the entire web application fails. <br> Applying which AWS Cloud design principle will address the current design issue?","Implementing elasticity, enabling the application to scale up or scale down as demand changes.",Enabling several EC2 instances to run in parallel to achieve better performance.,Focusing on decoupling components by isolating them and ensuring individual components can function when other components fail.,Doubling EC2 computing resources to increase system fault tolerance.,,['c'],,,,
pe-16,021,How can a customer increase security to AWS account logons? (Choose two.),Configure AWS Certificate Manager,Enable Multi-Factor Authentication (MFA),Use Amazon Cognito to manage access,Configure a strong password policy,Enable AWS Organizations,"['b', 'd']",- Your root account should always be protected by Multi-Factor Authentication (MFA).,,,
pe-16,022,What AWS service would be used to centrally manage AWS access across multiple accounts?,AWS Service Catalog,AWS Config,AWS Trusted Advisor,AWS Organizations,,['d'],"- To improve control over your AWS environment, you can use AWS Organizations to create groups of accounts, and then attach policies to a group to ensure the correct policies are applied across the accounts without requiring custom scripts and manual processes.",,,
pe-16,023,Which AWS service can a customer use to set up an alert notification when the account is approaching a particular dollar amount?,AWS Cost and Usage reports,AWS Budgets,AWS Cost Explorer,AWS Trusted Advisor,,['b'],,https://docs.aws.amazon.com/AmazonCloudWatch/latest/monitoring/monitor_estimated_charges_with_cloudwatch.html,,
pe-16,024,What can users access from AWS Artifact?,AWS security and compliance documents,A download of configuration management details for all AWS resources,Training materials for AWS services,A security assessment of the applications deployed in the AWS Cloud,,['a'],"- You can use AWS Artifact Reports to download AWS security and compliance documents, such as AWS ISO certifications, Payment Card Industry (PCI), and System and Organization Control (SOC) reports.",,,
pe-16,025,Which is the MINIMUM AWS Support plan that provides designated Technical Account Managers?,Enterprise,Business,Developer,Basic,,['a'],,https://aws.amazon.com/premiumsupport/plans/,,
pe-16,026,Which of the following is an AWS Well-Architected Framework design principle related to reliability?,Deployment to a single Availability Zone,Ability to recover from failure,Design for cost optimization,Perform operations as code,,['b'],,https://aws.amazon.com/blogs/apn/the-5-pillars-of-the-aws-well-architected-framework/,,
pe-16,027,Which type of AWS storage is ephemeral and is deleted when an instance is stopped or terminated?,Amazon EBS,Amazon EC2 instance store,Amazon EFS,Amazon S3,,['b'],"- When you stop or terminate an instance, every block of storage in the instance store is reset.",,,
pe-16,028,What is an advantage of using the AWS Cloud over a traditional on-premises solution?,Users do not have to guess about future capacity needs.,Users can utilize existing hardware contracts for purchases.,Users can fix costs no matter what their traffic is.,Users can avoid audits by using reports from AWS.,,['a'],,https://data-flair.training/blogs/aws-advantages/,,
